Registration district,Country,Year,Total,latitude,longitude
APPLETON ROEBUCK,,1871,,53.8123,-1.2056
APPLETON ROEBUCK,,1871,,53.81109672,-1.243399146
APPLETON ROEBUCK,,1871,,53.87221167,-1.170379334
APPLETON ROEBUCK,,1871,,53.84531001,-1.208992751
APPLETON ROEBUCK,,1871,,53.7759276,-1.253141278
APPLETON ROEBUCK,,1871,,53.83512188,-1.167095905
APPLETON UPON WISKE,,1871,,54.42078518,-1.438327118
APPLETON UPON WISKE,,1871,,54.38816502,-1.413790548
ARDLEIGH,,1871,,51.90383166,1.017795811
ARDSLEY,MORLEY,1871,,53.73636667,-1.5895
ARDSLEY,MORLEY,1871,,53.7231887,-1.558326761
ARDSLEY,MORLEY,1871,,53.74231252,-1.465242295
ARDSLEY,MORLEY,1871,,53.7326267,-1.495690767
ARDWICK,MANCHESTER & SALFORD,1871,,53.46075911,-2.187137008
ARKHOLME,,1871,,54.15326117,-2.645296826
ARKHOLME,,1871,,54.12553791,-2.724516681
ARNCLIFFE,,1871,,54.1572718,-2.157556789
ARNOLD,,1871,,53.06481681,-1.183345347
ARNOLD,,1871,,53.02768456,-1.096801111
ARTILLERY,LONDON,1871,,51.51916255,-0.075348644
ARUNDEL,,1871,,50.86972197,-0.54703648
ARUNDEL,,1871,,50.85404277,-0.475487165
ARUNDEL,,1871,,50.84444909,-0.485151062
ASHBORNE,,1871,,53.03703701,-1.670473399
ASHBORNE,,1871,,53.01011346,-1.659405062
ASHBORNE,,1871,,53.00279105,-1.710733544
ASHBY-DE-LA-ZOUCH,,1871,,52.72655375,-1.425344199
ASHBY-DE-LA-ZOUCH,,1871,,52.75396609,-1.520278894
ASHBY-DE-LA-ZOUCH,,1871,,52.76749077,-1.436770156
ASHFORD,ASHFORD,1871,,51.13231361,0.81309207
ASHLEY,BRISTOL,1871,,51.49505077,-2.575664778
ASHLEY,BRISTOL,1871,,51.47971799,-2.587083426
ASHOVER,,1871,,53.15355237,-1.449087633
ASHTON IN MAKERFIELD,,1871,,53.49394595,-2.652080338
ASHTON TOWN,ASHTON-UNDER-LYNE,1871,,53.48665565,-2.094648769
ASKRIGG,,1871,,54.27395682,-2.068228353
ASLACKBY,,1871,,52.86342031,-0.345370372
ASPULL,,1871,,53.5770788,-2.591133933
ASTON-CLINTON,,1871,,51.84053703,-0.724022468
ASTON-CLINTON,,1871,,51.79637279,-0.727582364
ASTON-CLINTON,,1871,,51.85936762,-0.740372726
ASWARBY,,1871,,52.92901064,-0.361368828
ATCHAM,,1871,,52.67151383,-2.62550214
ATHERSTONE,,1871,,52.5828466,-1.560197584
ATHERTON,,1871,,53.51784177,-2.473127638
ATHERTON,,1871,,53.50170674,-2.509902136
ATTERCLIFFE,SHEFFIELD,1871,,53.39191398,-1.419849116
ATTLEBOROUGH,,1871,,52.47416686,0.910445197
ATTLEBOROUGH,,1871,,52.52175116,0.99417732
AUDENSHAW,ASHTON-UNDER-LYNE,1871,,53.48541744,-2.134174761
AUDENSHAW,ASHTON-UNDER-LYNE,1871,,53.48415653,-2.174483676
AUDENSHAW,ASHTON-UNDER-LYNE,1871,,53.48056667,-2.100833333
AUDENSHAW,ASHTON-UNDER-LYNE,1871,,53.4713,-2.159033333
AUDLEY,,1871,,53.05073969,-2.313041946
AUGHTON,,1871,,53.53715325,-2.925724708
AXBRIDGE,,1871,,51.31861055,-2.823959762
AXBRIDGE,,1871,,51.25420441,-2.752121162
AXBRIDGE,,1871,,51.27937212,-2.794145132
AXBRIDGE,,1871,,51.30346663,-2.897735588
AXMINSTER,,1871,,50.72927488,-2.99965231
AXMINSTER,,1871,,50.78685858,-2.973682769
AXMINSTER,,1871,,50.82550419,-2.905961135
AXMINSTER,,1871,,50.72582091,-2.980720748
AYCLIFFE,,1871,,54.54161901,-1.550567066
AYCLIFFE,,1871,,54.54456237,-1.487719002
AYCLIFFE,,1871,,54.58296506,-1.609322336
AYLESBURY,,1871,,51.81721915,-0.812553538
AYLESBURY,,1871,,51.7871724,-0.863513163
AYLESFORD,,1871,,51.31301456,0.447672121
AYLESFORD,,1871,,51.2751567,0.384476606
AYLESFORD,,1871,,51.29582337,0.360850682
BACTON,,1871,,52.82725184,1.421396826
BAINTON,,1871,,53.97610862,-0.534744407
BAKEWELL,,1871,,53.21478382,-1.70264745
BALA,,1871,,52.89876743,-3.640784686
BALDOCK,,1871,,51.94709064,-0.188205856
BALDOCK,,1871,,51.8631568,-0.173851262
BALSHAM,,1871,,52.13607453,0.337947809
BAMPTON,,1871,,51.73522735,-1.532910773
BAMPTON,,1871,,50.98889876,-3.435723178
BANBURY,BANBURY,1871,,52.08629899,-1.293214486
BANGOR,,1871,,53.20345664,-4.154083635
BANGOR,,1871,,53.14265944,-4.036059143
BANHAM,,1871,,52.47090312,1.047260079
BANHAM,,1871,,52.41101618,1.076245798
BANWELL,WESTON-SUPER-MARE,1871,,51.35076603,-2.920468528
BANWELL,WESTON-SUPER-MARE,1871,,51.36544254,-2.872136409
BARFORD,,1871,,52.20742029,-0.380573815
BARFORD,,1871,,52.17840133,-0.378075313
BARHAM,,1871,,51.24204703,1.158741684
BARHAM,,1871,,51.25933333,1.1028
BARKING TOWN,,1871,,51.53092918,0.10356045
BARMBROUGH,,1871,,53.53471163,-1.254346941
BARMBROUGH,,1871,,53.49343333,-1.302033333
BARMOUTH,,1871,,52.77525726,-3.912139402
BARNACK,,1871,,52.65052263,-0.41001005
BARNARD CASTLE,,1871,,54.51897034,-1.97485042
BARNET,,1871,,51.6354586,-0.209463217
BARNET,,1871,,51.64515298,-0.169885368
BARNOLDSWICK,,1871,,53.91936027,-2.1712834
BARNSLEY,BARNSLEY,1871,,53.55396267,-1.483475933
BARNSTAPLE,BARNSTAPLE,1871,,51.0781539,-4.04191705
BARNSTAPLE,BARNSTAPLE,1871,,51.09134265,-4.001105879
BARNSTAPLE,BARNSTAPLE,1871,,51.05711732,-3.976170994
BARROW UPON SOAR,,1871,,52.7482787,-1.094714063
BARROWDEN,,1871,,52.60472678,-0.674492469
BARROWDEN,,1871,,52.58114309,-0.62242441
BARTON,,1871,,53.65482281,-0.373852757
BARTON,ECCLES,1871,,53.46167532,-2.397074445
BARTON,ECCLES,1871,,53.4414,-2.4084
BASCHURCH,,1871,,52.79506203,-2.835304948
BASFORD,NOTTINGHAM,1871,,52.98189329,-1.165986732
BASFORD,NOTTINGHAM,1871,,52.94172936,-1.213412314
BASFORD,NOTTINGHAM,1871,,52.94728825,-1.159131579
BASINGSTOKE,,1871,,51.1963,-0.983033333
BASINGSTOKE,,1871,,51.26891569,-1.052555715
BASINGSTOKE,,1871,,51.2222743,-1.008241877
BASSINGHAM,,1871,,53.07424014,-0.737407397
BASSINGHAM,,1871,,53.10772487,-0.660933823
BATHEASTON,BATH,1871,,51.40972471,-2.349673519
BATHWICK,BATH,1871,,51.37627147,-2.326293353
BATLEY,BATLEY,1871,,53.71714626,-1.642154371
BATTERSEA,LONDON,1871,,51.46796484,-0.172569996
BATTERSEA,LONDON,1871,,51.47545963,-0.149591274
BATTERSEA,LONDON,1871,,51.45591897,-0.160228398
BATTLE,,1871,,50.91684577,0.326760661
BATTLE,,1871,,50.93939147,0.394193763
BATTLE,,1871,,50.91994343,0.482687864
BATTLEFIELD,,1871,,52.76777584,-2.743935297
BATTLEFIELD,,1871,,52.72193856,-2.666893552
BAWDESWELL,,1871,,52.72787267,1.026546182
BAWTRY,,1871,,53.59916667,-1.091566667
BAWTRY,,1871,,53.53418349,-1.103894586
BAWTRY,,1871,,53.50070452,-1.015995412
BEACONSFIELD,,1871,,51.61866739,-0.645585204
BEAMINSTER,,1871,,50.79460272,-2.701523945
BEAUMARIS,,1871,,53.20621527,-4.381096028
BEAUMARIS,,1871,,53.25411248,-4.183067558
BEAUMARIS,,1871,,53.27913566,-4.205437886
BECCLES,,1871,,52.43159892,1.56676589
BECKLEY,,1871,,50.95616693,0.647950105
BEDALE,,1871,,54.28271117,-1.638299148
BEDALE,,1871,,54.29442471,-1.558402237
BEDFORD AND CARDINGTON,BEDFORD,1871,,52.11891529,-0.418686909
BEDFORD AND KEMPSTON,BEDFORD,1871,,52.12859733,-0.512126621
BEDLINGTON,BEDLINGTON,1871,,55.14450274,-1.598192694
BEDLINGTON,BEDLINGTON,1871,,55.23303722,-1.62650843
BEDMINSTER,BRISTOL,1871,,51.43448306,-2.571195621
BEDMINSTER,BRISTOL,1871,,51.43651725,-2.60234493
BEDMINSTER,BRISTOL,1871,,51.41723746,-2.607618299
BEGELLY,,1871,,51.7324345,-4.755035164
BEIGHTON,,1871,,53.37785177,-1.314103249
BEIGHTON,,1871,,53.34394149,-1.36300118
BEIGHTON,,1871,,53.3374682,-1.297541931
BELBROUGHTON,,1871,,52.40983598,-2.093342977
BELGRAVE,LONDON,1871,,51.49367554,-0.146395619
BELLINGHAM,,1871,,55.2272119,-2.417212237
BELPER,,1871,,53.02783513,-1.476191718
BENNINGTON,,1871,,53.00845195,-0.783467044
BENNINGTON,,1871,,52.96829114,-0.728352791
BENNINGTON,,1871,,53.07770964,-0.828026675
BENNINGTON,,1871,,53.04924117,-0.827571867
BENNINGTON,BOSTON,1871,,53.01570189,0.086620926
BENNINGTON,BOSTON,1871,,53.09457974,0.074869411
BENTHAM,,1871,,54.15406244,-2.437186303
BERE REGIS,,1871,,50.7159801,-2.228590148
BERE REGIS,,1871,,50.71586887,-2.120196907
BERKELEY,,1871,,51.67583447,-2.453958694
BERKHAMPSTEAD,,1871,,51.77553138,-0.562367526
BERWICK STREET,LONDON,1871,,51.51247641,-0.132940806
BETTWSYCOED,,1871,,53.0851989,-3.884567762
BEVERLEY,BEVERLEY,1871,,53.83681959,-0.460920938
BEVERLEY,BEVERLEY,1871,,53.80482125,-0.376193183
BEWDLEY,,1871,,52.39467046,-2.333378526
BEWDLEY,,1871,,52.3772356,-2.396451977
BEXHILL,,1871,,50.91329623,0.572639294
BEXHILL,,1871,,50.86584165,0.469815582
BEXLEY,,1871,,51.48853904,0.151198525
BEXLEY,,1871,,51.45578397,0.143188492
BIBURY,,1871,,51.78942957,-1.773142065
BICESTER,,1871,,51.91481412,-1.13134105
BICESTER,,1871,,51.82346958,-1.100585971
BICKERSTAFFE,,1871,,53.51580676,-2.859114509
BIDEFORD,,1871,,51.00872499,-4.199740752
BIDFORD,,1871,,52.1697118,-1.882311509
BIGGLESWADE,,1871,,52.08149378,-0.244517841
BIGGLESWADE,,1871,,52.04187242,-0.300575814
BILLESDON,,1871,,52.61667606,-0.945818486
BILLESDON,,1871,,52.63541076,-1.092578228
BILLINGHAY,,1871,,53.10681325,-0.316321988
BILLINGTON,,1871,,53.80849411,-2.458056197
BILSTON,BILSTON,1871,,52.56720191,-2.073489511
BINBROOK,,1871,,53.38037018,-0.151063761
BINGHAM,,1871,,52.95208493,-0.895245049
BINGLEY,,1871,,53.83625687,-1.93104411
BINGLEY,,1871,,53.85158295,-1.9028062
BINGLEY,,1871,,53.86266002,-1.848390596
BINSTED,,1871,,51.16760203,-0.902454338
BINSTED,,1871,,51.12735011,-0.830119716
BIRKENHEAD,LIVERPOOL & BIRKENHEAD,1871,,53.39517535,-3.03553738
BIRTLE,,1871,,53.60071502,-2.253424473
BIRTLE,,1871,,53.61316072,-2.239119707
BISHOP AUCKLAND,BISHOP AUCKLAND,1871,,54.66505253,-1.654017174
BISHOP STORTFORD,,1871,,51.89923346,0.146462858
BISHOP STORTFORD,,1871,,51.85890303,0.083702253
BISHOP STORTFORD,,1871,,51.87319745,0.158101357
BISHOPS CANNINGS,,1871,,51.37151506,-1.908976823
BISHOPS CANNINGS,,1871,,51.31060303,-1.886723741
BISHOPS CANNINGS,,1871,,51.3798415,-1.815799237
BISHOPS CASTLE,,1871,,52.50674643,-3.026800243
BISHOPS FROME,,1871,,52.1410747,-2.539974797
BISHOPS FROME,,1871,,52.13520758,-2.479951077
BISHOPS FROME,,1871,,52.1289056,-2.343797854
BISHOPS FROME,,1871,,52.19706332,-2.542618517
BISHOPS LYDEARD,,1871,,51.05943476,-3.138284642
BISHOPS LYDEARD,,1871,,51.07153961,-3.208063289
BISHOPS TAWTON,,1871,,51.03331585,-4.081329702
BISHOPS TAWTON,,1871,,51.07256667,-4.0688
BISHOPS WALTHAM,,1871,,50.9580764,-1.230891242
BISHOPSTONE,,1871,,51.0447686,-1.951989669
BISHOPSTONE,,1871,,51.0812,-1.869566667
BISLEY,,1871,,51.74712129,-2.130031275
BISLEY,,1871,,51.79284152,-2.126727937
BITTON,,1871,,51.40810494,-2.426516149
BITTON,,1871,,51.44616979,-2.52367811
BITTON,,1871,,51.44289992,-2.461363208
BLACK TORRINGTON,,1871,,50.80788684,-4.23234183
BLACK TORRINGTON,,1871,,50.83679276,-4.125137862
BLACKBURN,BLACKBURN,1871,,53.75559495,-2.492440821
BLACKBURN,BLACKBURN,1871,,53.74553894,-2.474803673
BLACKBURN,BLACKBURN,1871,,53.73457057,-2.480683566
BLACKBURN,BLACKBURN,1871,,53.74520527,-2.45515154
BLACKLEY,MANCHESTER & SALFORD,1871,,53.52524,-2.213665433
BLACKWELL,,1871,,53.11916782,-1.338223377
BLAENAVON,,1871,,51.78879033,-3.043700828
BLAENAVON,,1871,,51.78876234,-3.07893113
BLAGDON,,1871,,51.34463338,-2.758521585
BLAGDON,,1871,,51.36799566,-2.677792859
BLANDFORD,,1871,,50.87973096,-2.137989662
BLATCHINWORTH,,1871,,53.65746247,-2.075367015
BLETCHINGTON,,1871,,51.89258911,-1.231679958
BLIDWORTH,,1871,,53.09608267,-1.12879353
BLOFIELD,,1871,,52.63846184,1.435797103
BLOFIELD,,1871,,52.60570806,1.500273485
BLOXHAM,,1871,,51.97471684,-1.351576651
BLOXHAM,,1871,,52.0080613,-1.396141337
BLOXWICH,WALSALL,1871,,52.62378319,-1.989542955
BLYTH,BLYTH,1871,,55.08765197,-1.592175409
BLYTH,BLYTH,1871,,55.11995379,-1.53283695
BLYTH,BLYTH,1871,,55.10233791,-1.551623072
BOBBINGWORTH,,1871,,51.73488151,0.273109423
BOCKING,,1871,,,
BOCKLETON,,1871,,52.29219917,-2.523362887
BODENHAM,,1871,,52.20587931,-2.622956318
BODENHAM,,1871,,52.18963222,-2.712927801
BODENHAM,,1871,,52.22360358,-2.587890692
BODENHAM,,1871,,52.23443333,-2.571033333
BODENHAM,,1871,,52.13063056,-2.640783719
BODENHAM,,1871,,52.21425064,-2.611852564
BOLLINGTON,MACCLESFIELD,1871,,53.26573333,-2.113666667
BOLLINGTON,MACCLESFIELD,1871,,53.31360891,-2.074297041
BOLSOVER,,1871,,53.229936,-1.311399804
BOLTON EASTERN,BOLTON,1871,,53.56935821,-2.429751529
BOLTON WESTERN,BOLTON,1871,,53.57344609,-2.440008561
BOOTHAM,YORK,1871,,53.96850227,-1.087725901
BOOTHAM,YORK,1871,,54.00017374,-1.054324963
BOOTHAM,YORK,1871,,53.95601222,-1.079720131
BOOTLE,,1871,,54.33533333,-3.348566667
BOOTLE,,1871,,54.33773044,-3.32513646
BOOTLE,,1871,,54.29281594,-3.296943568
BOROUGH ROAD,LONDON,1871,,51.50082505,-0.095931484
BOROUGHBRIDGE,,1871,,54.10123142,-1.357448153
BOROUGHBRIDGE,,1871,,54.07094275,-1.392032379
BOROUGHBRIDGE,,1871,,54.11741745,-1.383688876
BOROUGHBRIDGE,,1871,,54.04582607,-1.404209356
BOROUGHBRIDGE,,1871,,54.11163714,-1.436317872
BOROUGHBRIDGE,,1871,,54.09155652,-1.462133815
BOROUGHBRIDGE,,1871,,54.11826507,-1.310992756
BOSCASTLE,,1871,,50.67377242,-4.67017344
BOSTON,,1871,,53.88323188,-1.441660877
BOSTON,,1871,,53.93163333,-1.313266667
BOSTON,,1871,,53.85084339,-1.482288668
BOSTON,,1871,,53.8336,-1.4727
BOSTON,,1871,,53.8852094,-1.37388562
BOSTON,,1871,,53.8976129,-1.544538528
BOSTON,,1871,,53.88372965,-1.505781074
BOSTON,BOSTON,1871,,52.99788255,0.008248947
BOSTON,BOSTON,1871,,53.05349488,0.02556879
BOSTON,BOSTON,1871,,53.00166667,-0.057833333
BOSTON,BOSTON,1871,,52.98230174,-0.02974299
BOTESDALE,,1871,,52.33922921,1.044419655
BOTTISHAM,,1871,,52.24451441,0.277920448
BOUGHTON,,1871,,51.28980005,0.939021054
BOURN,,1871,,52.77095436,-0.378876804
BOURTON ON THE WATER,,1871,,51.88020955,-1.754655282
BOURTON ON THE WATER,,1871,,51.90787792,-1.652615622
BOW,,1871,,50.72510005,-3.844832318
BOW,,1871,,50.79505243,-3.807633668
BOW,LONDON,1871,,51.52071355,-0.01242323
BOW,LONDON,1871,,51.53506888,-0.022507717
BOWLING,BRADFORD,1871,,53.77694431,-1.741306689
BOXGROVE,,1871,,50.86178867,-0.719826372
BOXGROVE,,1871,,50.82933164,-0.719105004
BOXGROVE,,1871,,50.837636,-0.756812451
BRABOURNE,,1871,,51.12740148,0.945801657
BRACKLEY,,1871,,51.96246419,-1.11600052
BRACKLEY,,1871,,52.02090985,-1.170357381
BRACKNELL,,1871,,51.41847523,-0.728621474
BRADFIELD,,1871,,53.43885119,-1.640707732
BRADFIELD,,1871,,53.39521121,-1.519689545
BRADFORD ABBAS,,1871,,50.99635662,-2.565561787
BRADFORD ABBAS,,1871,,50.95369275,-2.536735332
BRADFORD ABBAS,,1871,,50.88973333,-2.466033333
BRADFORD EAST END,BRADFORD,1871,,53.79883422,-1.733527384
BRADFORD NORTH-WESTERN,,1871,,51.37083326,-2.268946516
BRADFORD SOUTH-EASTERN,,1871,,51.35412638,-2.227661028
BRADFORD SOUTH-EASTERN,,1871,,51.33850625,-2.309046545
BRADFORD WEST END,BRADFORD,1871,,53.79717868,-1.756778537
BRADLEY,,1871,,51.29358724,-2.208432936
BRADWELL,,1871,,51.6762,0.8114
BRADWELL,,1871,,51.69898193,0.889729629
BRADWORTHY,,1871,,50.91324685,-4.290238669
BRADWORTHY,,1871,,50.91493015,-4.339965449
BRAFIELD,,1871,,52.15780173,-0.787918201
BRAFIELD,,1871,,52.21164919,-0.764247872
BRAILSFORD,,1871,,53.01395918,-1.600694947
BRAILSFORD,,1871,,52.95749764,-1.666291188
BRAINTREE,,1871,,51.75627811,0.654022559
BRAINTREE,,1871,,51.8927451,0.605056328
BRAINTREE,,1871,,51.85406667,0.636533333
BRAINTREE,,1871,,51.85933735,0.557305421
BRAMLEY,,1871,,53.8094489,-1.632935043
BRAMLEY,,1871,,51.37319851,-0.996907249
BRAMLEY,,1871,,51.32014262,-1.067410772
BRAMLEY,,1871,,51.29223883,-1.159761836
BRAMPTON,,1871,,54.93787888,-2.652124989
BRANDESBURTON,,1871,,53.92420065,-0.281302609
BRANDESBURTON,,1871,,53.90586667,-0.339966667
BRASSINGTON,,1871,,53.08518989,-1.632158306
BRATTON-CLOVELLY,,1871,,50.74685282,-4.154625431
BRATTON-CLOVELLY,,1871,,50.6811041,-4.228551197
BRAUGHING,,1871,,51.91988973,0.072762779
BRAUNTON,BARNSTAPLE,1871,,51.12499208,-4.145944342
BRAY,,1871,,51.48448923,-0.7462841
BRECKNOCK,,1871,,51.92105742,-3.431619966
BRENCHLEY,,1871,,51.14766091,0.39118718
BRENTFORD,LONDON,1871,,51.53355706,-0.279385083
BRENTFORD,LONDON,1871,,51.49756667,-0.250533333
BRENTFORD,LONDON,1871,,51.50731349,-0.304641297
BRENTWOOD,,1871,,51.60726885,0.314724638
BRENTWOOD,,1871,,51.5157,0.5189
BRETTON,,1871,,53.62586845,-1.604927795
BREWOOD,,1871,,52.66981769,-2.171006499
BRIDGEND,,1871,,51.49610381,-3.622316347
BRIDGNORTH,,1871,,52.52999522,-2.424744752
BRIDGWATER,BRIDGWATER,1871,,51.09716667,-3.046
BRIDGWATER,BRIDGWATER,1871,,51.10639795,-2.943570296
BRIDGWATER,BRIDGWATER,1871,,51.13965981,-3.017158866
BRIDGWATER,BRIDGWATER,1871,,51.12779276,-2.94103452
BRIDLINGTON,,1871,,54.10767688,-0.197096379
BRIDLINGTON,,1871,,54.05556305,-0.215707354
BRIDPORT,,1871,,50.7347864,-2.757737698
BRIDPORT,,1871,,50.74286924,-2.767635168
BRIDPORT,,1871,,50.74430311,-2.73839377
BRIGG,,1871,,53.54567234,-0.495958954
BRIGHOUSE,BRIGHOUSE,1871,,53.71290146,-1.767017182
BRIGHTSIDE,SHEFFIELD,1871,,53.40199305,-1.467809119
BRIGHTSIDE,SHEFFIELD,1871,,53.4055308,-1.433912885
BRILL,,1871,,51.8511502,-1.031860031
BRILL,,1871,,51.74192615,-1.062688353
BRILL,,1871,,51.78924063,-1.04407814
BRILLEY,,1871,,52.14472587,-3.072476459
BRINDLE,,1871,,53.70462364,-2.574992665
BRITFORD,SALISBURY,1871,,51.05764681,-1.795284602
BRITFORD,SALISBURY,1871,,51.07436055,-1.79761712
BRITFORD,SALISBURY,1871,,51.04951897,-1.802538681
BRITFORD,SALISBURY,1871,,51.089041,-1.785566279
BRITFORD,SALISBURY,1871,,51.02487782,-1.754952544
BRIXTON,LONDON,1871,,51.45938675,-0.107769843
BRIXTON,LONDON,1871,,51.45553333,-0.092833333
BRIXTON,LONDON,1871,,51.45145047,-0.113973825
BRIXWORTH,,1871,,52.38732824,-0.950393137
BRIXWORTH,,1871,,52.35205257,-0.863503763
BROAD CLIST,,1871,,50.77678639,-3.399156982
BROAD STREET,LONDON,1871,,51.51526516,-0.083911212
BROADWAY,,1871,,52.08124226,-1.854330236
BROADWOODWIDGER,,1871,,50.76317681,-4.281666276
BROCKHAMPTON,,1871,,52.2459882,-2.447724835
BROCKHAMPTON,,1871,,52.22400147,-2.477473269
BROCKHAMPTON,,1871,,52.22158503,-2.566224625
BROMHAM,,1871,,51.32237726,-2.020997779
BROMHAM,,1871,,51.37304861,-2.041950856
